"epoch","E_org_k5_rel_svo2080_YJ_20231126T023556 - _step","E_org_k5_rel_svo2080_YJ_20231126T023556 - _step__MIN","E_org_k5_rel_svo2080_YJ_20231126T023556 - _step__MAX","E_org_k5_rel_svo2080_YJ_20231126T023556 - val_avg_reward","E_org_k5_rel_svo2080_YJ_20231126T023556 - val_avg_reward__MIN","E_org_k5_rel_svo2080_YJ_20231126T023556 - val_avg_reward__MAX","E_rel_k5_rel_svo2080_YJ_20231126T023548 - _step","E_rel_k5_rel_svo2080_YJ_20231126T023548 - _step__MIN","E_rel_k5_rel_svo2080_YJ_20231126T023548 - _step__MAX","E_rel_k5_rel_svo2080_YJ_20231126T023548 - val_avg_reward","E_rel_k5_rel_svo2080_YJ_20231126T023548 - val_avg_reward__MIN","E_rel_k5_rel_svo2080_YJ_20231126T023548 - val_avg_reward__MAX","E_org_svo2080_YJ_20231125T172521 - _step","E_org_svo2080_YJ_20231125T172521 - _step__MIN","E_org_svo2080_YJ_20231125T172521 - _step__MAX","E_org_svo2080_YJ_20231125T172521 - val_avg_reward","E_org_svo2080_YJ_20231125T172521 - val_avg_reward__MIN","E_org_svo2080_YJ_20231125T172521 - val_avg_reward__MAX","E_rel_svo2080_YJ_20231125T172513 - _step","E_rel_svo2080_YJ_20231125T172513 - _step__MIN","E_rel_svo2080_YJ_20231125T172513 - _step__MAX","E_rel_svo2080_YJ_20231125T172513 - val_avg_reward","E_rel_svo2080_YJ_20231125T172513 - val_avg_reward__MIN","E_rel_svo2080_YJ_20231125T172513 - val_avg_reward__MAX","k0_rel_svo2080_YJ_20231123T021356 - _step","k0_rel_svo2080_YJ_20231123T021356 - _step__MIN","k0_rel_svo2080_YJ_20231123T021356 - _step__MAX","k0_rel_svo2080_YJ_20231123T021356 - val_avg_reward","k0_rel_svo2080_YJ_20231123T021356 - val_avg_reward__MIN","k0_rel_svo2080_YJ_20231123T021356 - val_avg_reward__MAX"
"72","3722","3722","3722","6.020789623260498","6.020789623260498","6.020789623260498","3722","3722","3722","6.249091625213623","6.249091625213623","6.249091625213623","3722","3722","3722","6.095150947570801","6.095150947570801","6.095150947570801","3722","3722","3722","6.117667198181152","6.117667198181152","6.117667198181152","3722","3722","3722","6.703763961791992","6.703763961791992","6.703763961791992"
"73","3773","3773","3773","5.992086887359619","5.992086887359619","5.992086887359619","3773","3773","3773","6.227951526641846","6.227951526641846","6.227951526641846","3773","3773","3773","6.090136528015137","6.090136528015137","6.090136528015137","3773","3773","3773","6.112327575683594","6.112327575683594","6.112327575683594","3773","3773","3773","6.711054801940918","6.711054801940918","6.711054801940918"
"74","3824","3824","3824","5.987293720245361","5.987293720245361","5.987293720245361","3824","3824","3824","6.209274768829346","6.209274768829346","6.209274768829346","3824","3824","3824","6.0822834968566895","6.0822834968566895","6.0822834968566895","3824","3824","3824","6.105534076690674","6.105534076690674","6.105534076690674","3824","3824","3824","6.69833517074585","6.69833517074585","6.69833517074585"
"75","3875","3875","3875","6.0079498291015625","6.0079498291015625","6.0079498291015625","3875","3875","3875","6.221468448638916","6.221468448638916","6.221468448638916","3875","3875","3875","6.080897331237793","6.080897331237793","6.080897331237793","3875","3875","3875","6.116089820861816","6.116089820861816","6.116089820861816","3875","3875","3875","6.693576335906982","6.693576335906982","6.693576335906982"
"76","3926","3926","3926","5.988063335418701","5.988063335418701","5.988063335418701","3926","3926","3926","6.215344429016113","6.215344429016113","6.215344429016113","3926","3926","3926","6.088476657867432","6.088476657867432","6.088476657867432","3926","3926","3926","6.110185623168945","6.110185623168945","6.110185623168945","3926","3926","3926","6.684521675109863","6.684521675109863","6.684521675109863"
"77","3977","3977","3977","5.974109172821045","5.974109172821045","5.974109172821045","3977","3977","3977","6.208863258361816","6.208863258361816","6.208863258361816","3977","3977","3977","6.1064910888671875","6.1064910888671875","6.1064910888671875","3977","3977","3977","6.117488861083984","6.117488861083984","6.117488861083984","3977","3977","3977","6.692836761474609","6.692836761474609","6.692836761474609"
"78","4028","4028","4028","5.970403671264648","5.970403671264648","5.970403671264648","4028","4028","4028","6.2113165855407715","6.2113165855407715","6.2113165855407715","4028","4028","4028","6.07446813583374","6.07446813583374","6.07446813583374","4028","4028","4028","6.116095066070557","6.116095066070557","6.116095066070557","4028","4028","4028","6.689981460571289","6.689981460571289","6.689981460571289"
"79","4079","4079","4079","5.987863063812256","5.987863063812256","5.987863063812256","4079","4079","4079","6.2083892822265625","6.2083892822265625","6.2083892822265625","4079","4079","4079","6.0673394203186035","6.0673394203186035","6.0673394203186035","4079","4079","4079","6.117166519165039","6.117166519165039","6.117166519165039","4079","4079","4079","6.6941986083984375","6.6941986083984375","6.6941986083984375"
"80","4130","4130","4130","5.968201637268066","5.968201637268066","5.968201637268066","4130","4130","4130","6.221194744110107","6.221194744110107","6.221194744110107","4130","4130","4130","6.087314128875732","6.087314128875732","6.087314128875732","4130","4130","4130","6.118618488311768","6.118618488311768","6.118618488311768","4130","4130","4130","6.684099197387695","6.684099197387695","6.684099197387695"
"81","4181","4181","4181","5.975857257843018","5.975857257843018","5.975857257843018","4181","4181","4181","6.196710109710693","6.196710109710693","6.196710109710693","4181","4181","4181","6.081705093383789","6.081705093383789","6.081705093383789","4181","4181","4181","6.094768524169922","6.094768524169922","6.094768524169922","4181","4181","4181","6.677796840667725","6.677796840667725","6.677796840667725"
"82","4232","4232","4232","5.95884895324707","5.95884895324707","5.95884895324707","4232","4232","4232","6.189647674560547","6.189647674560547","6.189647674560547","4232","4232","4232","6.062228202819824","6.062228202819824","6.062228202819824","4232","4232","4232","6.093425750732422","6.093425750732422","6.093425750732422","4232","4232","4232","6.6853461265563965","6.6853461265563965","6.6853461265563965"
"83","4283","4283","4283","5.968148231506348","5.968148231506348","5.968148231506348","4283","4283","4283","6.197333812713623","6.197333812713623","6.197333812713623","4283","4283","4283","6.061036109924316","6.061036109924316","6.061036109924316","4283","4283","4283","6.108971118927002","6.108971118927002","6.108971118927002","4283","4283","4283","6.680004596710205","6.680004596710205","6.680004596710205"
"84","4334","4334","4334","5.953693389892578","5.953693389892578","5.953693389892578","4334","4334","4334","6.187047958374023","6.187047958374023","6.187047958374023","4334","4334","4334","6.034565448760986","6.034565448760986","6.034565448760986","4334","4334","4334","6.099241733551025","6.099241733551025","6.099241733551025","4334","4334","4334","6.698549270629883","6.698549270629883","6.698549270629883"
"85","4385","4385","4385","5.958313465118408","5.958313465118408","5.958313465118408","4385","4385","4385","6.185525417327881","6.185525417327881","6.185525417327881","4385","4385","4385","6.036722660064697","6.036722660064697","6.036722660064697","4385","4385","4385","6.093326568603516","6.093326568603516","6.093326568603516","4385","4385","4385","6.688788890838623","6.688788890838623","6.688788890838623"
"86","4436","4436","4436","5.9575300216674805","5.9575300216674805","5.9575300216674805","4436","4436","4436","6.1925458908081055","6.1925458908081055","6.1925458908081055","4436","4436","4436","6.047530651092529","6.047530651092529","6.047530651092529","4436","4436","4436","6.10569429397583","6.10569429397583","6.10569429397583","4436","4436","4436","6.678412437438965","6.678412437438965","6.678412437438965"
"87","4487","4487","4487","5.936835765838623","5.936835765838623","5.936835765838623","4487","4487","4487","6.18820333480835","6.18820333480835","6.18820333480835","4487","4487","4487","6.051506996154785","6.051506996154785","6.051506996154785","4487","4487","4487","6.08615255355835","6.08615255355835","6.08615255355835","4487","4487","4487","6.677476406097412","6.677476406097412","6.677476406097412"
"88","4538","4538","4538","5.941227912902832","5.941227912902832","5.941227912902832","4538","4538","4538","6.171694755554199","6.171694755554199","6.171694755554199","4538","4538","4538","6.040954113006592","6.040954113006592","6.040954113006592","4538","4538","4538","6.101498126983643","6.101498126983643","6.101498126983643","4538","4538","4538","6.66768741607666","6.66768741607666","6.66768741607666"
"89","4589","4589","4589","5.96138334274292","5.96138334274292","5.96138334274292","4589","4589","4589","6.1672797203063965","6.1672797203063965","6.1672797203063965","4589","4589","4589","6.033726215362549","6.033726215362549","6.033726215362549","4589","4589","4589","6.088616371154785","6.088616371154785","6.088616371154785","4589","4589","4589","6.687628269195557","6.687628269195557","6.687628269195557"
"90","4640","4640","4640","5.9600653648376465","5.9600653648376465","5.9600653648376465","4640","4640","4640","6.172107219696045","6.172107219696045","6.172107219696045","4640","4640","4640","6.036094665527344","6.036094665527344","6.036094665527344","4640","4640","4640","6.091381072998047","6.091381072998047","6.091381072998047","4640","4640","4640","6.678656101226807","6.678656101226807","6.678656101226807"
"91","4691","4691","4691","5.936450481414795","5.936450481414795","5.936450481414795","4691","4691","4691","6.193553447723389","6.193553447723389","6.193553447723389","4691","4691","4691","6.026164531707764","6.026164531707764","6.026164531707764","4691","4691","4691","6.089797496795654","6.089797496795654","6.089797496795654","4691","4691","4691","6.673614978790283","6.673614978790283","6.673614978790283"
"92","4742","4742","4742","5.933998107910156","5.933998107910156","5.933998107910156","4742","4742","4742","6.187597751617432","6.187597751617432","6.187597751617432","4742","4742","4742","6.043175220489502","6.043175220489502","6.043175220489502","4742","4742","4742","6.093855381011963","6.093855381011963","6.093855381011963","4742","4742","4742","6.69133996963501","6.69133996963501","6.69133996963501"
"93","4793","4793","4793","5.9391188621521","5.9391188621521","5.9391188621521","4793","4793","4793","6.164315223693848","6.164315223693848","6.164315223693848","4793","4793","4793","6.015086650848389","6.015086650848389","6.015086650848389","4793","4793","4793","6.085725784301758","6.085725784301758","6.085725784301758","4793","4793","4793","6.678954601287842","6.678954601287842","6.678954601287842"
"94","4844","4844","4844","5.930246829986572","5.930246829986572","5.930246829986572","4844","4844","4844","6.1687493324279785","6.1687493324279785","6.1687493324279785","4844","4844","4844","6.020623683929443","6.020623683929443","6.020623683929443","4844","4844","4844","6.0729193687438965","6.0729193687438965","6.0729193687438965","4844","4844","4844","6.685486793518066","6.685486793518066","6.685486793518066"
"95","4895","4895","4895","5.901538848876953","5.901538848876953","5.901538848876953","4895","4895","4895","6.1621880531311035","6.1621880531311035","6.1621880531311035","4895","4895","4895","6.032546043395996","6.032546043395996","6.032546043395996","4895","4895","4895","6.072795867919922","6.072795867919922","6.072795867919922","4895","4895","4895","6.678409576416016","6.678409576416016","6.678409576416016"
"96","4946","4946","4946","5.924056053161621","5.924056053161621","5.924056053161621","4946","4946","4946","6.15213680267334","6.15213680267334","6.15213680267334","4946","4946","4946","6.013763904571533","6.013763904571533","6.013763904571533","4946","4946","4946","6.062681198120117","6.062681198120117","6.062681198120117","4946","4946","4946","6.697807788848877","6.697807788848877","6.697807788848877"
"97","4997","4997","4997","5.904880523681641","5.904880523681641","5.904880523681641","4997","4997","4997","6.163649082183838","6.163649082183838","6.163649082183838","4997","4997","4997","6.005415916442871","6.005415916442871","6.005415916442871","4997","4997","4997","6.0653886795043945","6.0653886795043945","6.0653886795043945","4997","4997","4997","6.701634407043457","6.701634407043457","6.701634407043457"
"98","5048","5048","5048","5.905287265777588","5.905287265777588","5.905287265777588","5048","5048","5048","6.1517333984375","6.1517333984375","6.1517333984375","5048","5048","5048","6.007378101348877","6.007378101348877","6.007378101348877","5048","5048","5048","6.062640190124512","6.062640190124512","6.062640190124512","5048","5048","5048","6.678057670593262","6.678057670593262","6.678057670593262"
"99","5099","5099","5099","5.920444488525391","5.920444488525391","5.920444488525391","5099","5099","5099","6.158705234527588","6.158705234527588","6.158705234527588","5099","5099","5099","6.007946968078613","6.007946968078613","6.007946968078613","5099","5099","5099","6.068333625793457","6.068333625793457","6.068333625793457","5099","5099","5099","6.701474189758301","6.701474189758301","6.701474189758301"
