"epoch","new_k5_org_svoA5k_YJ_20231126T023922 - _step","new_k5_org_svoA5k_YJ_20231126T023922 - _step__MIN","new_k5_org_svoA5k_YJ_20231126T023922 - _step__MAX","new_k5_org_svoA5k_YJ_20231126T023922 - val_avg_reward","new_k5_org_svoA5k_YJ_20231126T023922 - val_avg_reward__MIN","new_k5_org_svoA5k_YJ_20231126T023922 - val_avg_reward__MAX","new_k20_org_svoA5k_YJ_20231126T023922 - _step","new_k20_org_svoA5k_YJ_20231126T023922 - _step__MIN","new_k20_org_svoA5k_YJ_20231126T023922 - _step__MAX","new_k20_org_svoA5k_YJ_20231126T023922 - val_avg_reward","new_k20_org_svoA5k_YJ_20231126T023922 - val_avg_reward__MIN","new_k20_org_svoA5k_YJ_20231126T023922 - val_avg_reward__MAX","new_k20_rel_svoA5k_YJ_20231124T215227 - _step","new_k20_rel_svoA5k_YJ_20231124T215227 - _step__MIN","new_k20_rel_svoA5k_YJ_20231124T215227 - _step__MAX","new_k20_rel_svoA5k_YJ_20231124T215227 - val_avg_reward","new_k20_rel_svoA5k_YJ_20231124T215227 - val_avg_reward__MIN","new_k20_rel_svoA5k_YJ_20231124T215227 - val_avg_reward__MAX","new_k5_rel_fast_svoA5k_YJ_20231124T191507 - _step","new_k5_rel_fast_svoA5k_YJ_20231124T191507 - _step__MIN","new_k5_rel_fast_svoA5k_YJ_20231124T191507 - _step__MAX","new_k5_rel_fast_svoA5k_YJ_20231124T191507 - val_avg_reward","new_k5_rel_fast_svoA5k_YJ_20231124T191507 - val_avg_reward__MIN","new_k5_rel_fast_svoA5k_YJ_20231124T191507 - val_avg_reward__MAX","k0_rel_svoA5k_YJ_20231123T021820 - _step","k0_rel_svoA5k_YJ_20231123T021820 - _step__MIN","k0_rel_svoA5k_YJ_20231123T021820 - _step__MAX","k0_rel_svoA5k_YJ_20231123T021820 - val_avg_reward","k0_rel_svoA5k_YJ_20231123T021820 - val_avg_reward__MIN","k0_rel_svoA5k_YJ_20231123T021820 - val_avg_reward__MAX"
"72","3722","3722","3722","9.383838653564453","9.383838653564453","9.383838653564453","3722","3722","3722","9.416695594787598","9.416695594787598","9.416695594787598","3722","3722","3722","9.431136131286621","9.431136131286621","9.431136131286621","3722","3722","3722","9.446714401245117","9.446714401245117","9.446714401245117","3722","3722","3722","9.402485847473145","9.402485847473145","9.402485847473145"
"73","3773","3773","3773","9.420758247375488","9.420758247375488","9.420758247375488","3773","3773","3773","9.455801010131836","9.455801010131836","9.455801010131836","3773","3773","3773","9.412909507751465","9.412909507751465","9.412909507751465","3773","3773","3773","9.386054992675781","9.386054992675781","9.386054992675781","3773","3773","3773","9.403837203979492","9.403837203979492","9.403837203979492"
"74","3824","3824","3824","9.398234367370605","9.398234367370605","9.398234367370605","3824","3824","3824","9.411922454833984","9.411922454833984","9.411922454833984","3824","3824","3824","9.453261375427246","9.453261375427246","9.453261375427246","3824","3824","3824","9.399399757385254","9.399399757385254","9.399399757385254","3824","3824","3824","9.386785507202148","9.386785507202148","9.386785507202148"
"75","3875","3875","3875","9.448780059814453","9.448780059814453","9.448780059814453","3875","3875","3875","9.4378662109375","9.4378662109375","9.4378662109375","3875","3875","3875","9.461965560913086","9.461965560913086","9.461965560913086","3875","3875","3875","9.431841850280762","9.431841850280762","9.431841850280762","3875","3875","3875","9.384452819824219","9.384452819824219","9.384452819824219"
"76","3926","3926","3926","9.41692066192627","9.41692066192627","9.41692066192627","3926","3926","3926","9.47687816619873","9.47687816619873","9.47687816619873","3926","3926","3926","9.427837371826172","9.427837371826172","9.427837371826172","3926","3926","3926","9.413029670715332","9.413029670715332","9.413029670715332","3926","3926","3926","9.375859260559082","9.375859260559082","9.375859260559082"
"77","3977","3977","3977","9.358159065246582","9.358159065246582","9.358159065246582","3977","3977","3977","9.408563613891602","9.408563613891602","9.408563613891602","3977","3977","3977","9.422368049621582","9.422368049621582","9.422368049621582","3977","3977","3977","9.40701675415039","9.40701675415039","9.40701675415039","3977","3977","3977","9.404669761657715","9.404669761657715","9.404669761657715"
"78","4028","4028","4028","9.373856544494629","9.373856544494629","9.373856544494629","4028","4028","4028","9.43447208404541","9.43447208404541","9.43447208404541","4028","4028","4028","9.418286323547363","9.418286323547363","9.418286323547363","4028","4028","4028","9.409367561340332","9.409367561340332","9.409367561340332","4028","4028","4028","9.381570816040039","9.381570816040039","9.381570816040039"
"79","4079","4079","4079","9.378501892089844","9.378501892089844","9.378501892089844","4079","4079","4079","9.423357009887695","9.423357009887695","9.423357009887695","4079","4079","4079","9.455465316772461","9.455465316772461","9.455465316772461","4079","4079","4079","9.397418975830078","9.397418975830078","9.397418975830078","4079","4079","4079","9.393250465393066","9.393250465393066","9.393250465393066"
"80","4130","4130","4130","9.38619613647461","9.38619613647461","9.38619613647461","4130","4130","4130","9.414316177368164","9.414316177368164","9.414316177368164","4130","4130","4130","9.413187980651855","9.413187980651855","9.413187980651855","4130","4130","4130","9.411998748779297","9.411998748779297","9.411998748779297","4130","4130","4130","9.368756294250488","9.368756294250488","9.368756294250488"
"81","4181","4181","4181","9.36739730834961","9.36739730834961","9.36739730834961","4181","4181","4181","9.425758361816406","9.425758361816406","9.425758361816406","4181","4181","4181","9.452587127685547","9.452587127685547","9.452587127685547","4181","4181","4181","9.381515502929688","9.381515502929688","9.381515502929688","4181","4181","4181","9.38608169555664","9.38608169555664","9.38608169555664"
"82","4232","4232","4232","9.390494346618652","9.390494346618652","9.390494346618652","4232","4232","4232","9.40953540802002","9.40953540802002","9.40953540802002","4232","4232","4232","9.450551986694336","9.450551986694336","9.450551986694336","4232","4232","4232","9.388962745666504","9.388962745666504","9.388962745666504","4232","4232","4232","9.377389907836914","9.377389907836914","9.377389907836914"
"83","4283","4283","4283","9.35488224029541","9.35488224029541","9.35488224029541","","","","","","","4283","4283","4283","9.42525863647461","9.42525863647461","9.42525863647461","4283","4283","4283","9.380969047546387","9.380969047546387","9.380969047546387","4283","4283","4283","9.374246597290039","9.374246597290039","9.374246597290039"
"84","4334","4334","4334","9.35524845123291","9.35524845123291","9.35524845123291","","","","","","","4334","4334","4334","9.420957565307617","9.420957565307617","9.420957565307617","4334","4334","4334","9.400449752807617","9.400449752807617","9.400449752807617","4334","4334","4334","9.374919891357422","9.374919891357422","9.374919891357422"
"85","4385","4385","4385","9.366506576538086","9.366506576538086","9.366506576538086","","","","","","","4385","4385","4385","9.413398742675781","9.413398742675781","9.413398742675781","4385","4385","4385","9.409310340881348","9.409310340881348","9.409310340881348","4385","4385","4385","9.374917984008789","9.374917984008789","9.374917984008789"
"86","4436","4436","4436","9.38052749633789","9.38052749633789","9.38052749633789","","","","","","","4436","4436","4436","9.434330940246582","9.434330940246582","9.434330940246582","4436","4436","4436","9.380837440490723","9.380837440490723","9.380837440490723","4436","4436","4436","9.377710342407227","9.377710342407227","9.377710342407227"
"87","4487","4487","4487","9.357142448425293","9.357142448425293","9.357142448425293","","","","","","","4487","4487","4487","9.424478530883789","9.424478530883789","9.424478530883789","4487","4487","4487","9.375570297241211","9.375570297241211","9.375570297241211","4487","4487","4487","9.370613098144531","9.370613098144531","9.370613098144531"
"88","4538","4538","4538","9.385213851928711","9.385213851928711","9.385213851928711","","","","","","","4538","4538","4538","9.421656608581543","9.421656608581543","9.421656608581543","4538","4538","4538","9.36668872833252","9.36668872833252","9.36668872833252","4538","4538","4538","9.358136177062988","9.358136177062988","9.358136177062988"
"89","4589","4589","4589","9.389122009277344","9.389122009277344","9.389122009277344","","","","","","","4589","4589","4589","9.4160795211792","9.4160795211792","9.4160795211792","4589","4589","4589","9.384876251220703","9.384876251220703","9.384876251220703","4589","4589","4589","9.362279891967773","9.362279891967773","9.362279891967773"
"90","4640","4640","4640","9.389832496643066","9.389832496643066","9.389832496643066","","","","","","","","","","","","","4640","4640","4640","9.404455184936523","9.404455184936523","9.404455184936523","4640","4640","4640","9.362821578979492","9.362821578979492","9.362821578979492"
"91","4691","4691","4691","9.369019508361816","9.369019508361816","9.369019508361816","","","","","","","","","","","","","4691","4691","4691","9.384098052978516","9.384098052978516","9.384098052978516","4691","4691","4691","9.361092567443848","9.361092567443848","9.361092567443848"
"92","4742","4742","4742","9.378336906433105","9.378336906433105","9.378336906433105","","","","","","","","","","","","","4742","4742","4742","9.365463256835938","9.365463256835938","9.365463256835938","4742","4742","4742","9.367753028869629","9.367753028869629","9.367753028869629"
"93","4793","4793","4793","9.352182388305664","9.352182388305664","9.352182388305664","","","","","","","","","","","","","4793","4793","4793","9.381858825683594","9.381858825683594","9.381858825683594","4793","4793","4793","9.37848949432373","9.37848949432373","9.37848949432373"
"94","4844","4844","4844","9.351944923400879","9.351944923400879","9.351944923400879","","","","","","","","","","","","","4844","4844","4844","9.390402793884277","9.390402793884277","9.390402793884277","4844","4844","4844","9.360301971435547","9.360301971435547","9.360301971435547"
"95","4895","4895","4895","9.3891019821167","9.3891019821167","9.3891019821167","","","","","","","","","","","","","4895","4895","4895","9.375654220581055","9.375654220581055","9.375654220581055","4895","4895","4895","9.379087448120117","9.379087448120117","9.379087448120117"
"96","4946","4946","4946","9.350057601928711","9.350057601928711","9.350057601928711","","","","","","","","","","","","","4946","4946","4946","9.392488479614258","9.392488479614258","9.392488479614258","4946","4946","4946","9.337132453918457","9.337132453918457","9.337132453918457"
"97","4997","4997","4997","9.38672924041748","9.38672924041748","9.38672924041748","","","","","","","","","","","","","4997","4997","4997","9.379040718078613","9.379040718078613","9.379040718078613","4997","4997","4997","9.345595359802246","9.345595359802246","9.345595359802246"
"98","5048","5048","5048","9.35969352722168","9.35969352722168","9.35969352722168","","","","","","","","","","","","","5048","5048","5048","9.352446556091309","9.352446556091309","9.352446556091309","5048","5048","5048","9.348426818847656","9.348426818847656","9.348426818847656"
"99","5099","5099","5099","9.35644817352295","9.35644817352295","9.35644817352295","","","","","","","","","","","","","5099","5099","5099","9.370078086853027","9.370078086853027","9.370078086853027","5099","5099","5099","9.341137886047363","9.341137886047363","9.341137886047363"
