"epoch","new_k10_org_svo2080_YJ_20231124T214720 - _step","new_k10_org_svo2080_YJ_20231124T214720 - _step__MIN","new_k10_org_svo2080_YJ_20231124T214720 - _step__MAX","new_k10_org_svo2080_YJ_20231124T214720 - val_avg_reward","new_k10_org_svo2080_YJ_20231124T214720 - val_avg_reward__MIN","new_k10_org_svo2080_YJ_20231124T214720 - val_avg_reward__MAX","new_k10_rel_svo2080_YJ_20231124T214648 - _step","new_k10_rel_svo2080_YJ_20231124T214648 - _step__MIN","new_k10_rel_svo2080_YJ_20231124T214648 - _step__MAX","new_k10_rel_svo2080_YJ_20231124T214648 - val_avg_reward","new_k10_rel_svo2080_YJ_20231124T214648 - val_avg_reward__MIN","new_k10_rel_svo2080_YJ_20231124T214648 - val_avg_reward__MAX","new_k20_org_svo2080_YJ_20231124T214616 - _step","new_k20_org_svo2080_YJ_20231124T214616 - _step__MIN","new_k20_org_svo2080_YJ_20231124T214616 - _step__MAX","new_k20_org_svo2080_YJ_20231124T214616 - val_avg_reward","new_k20_org_svo2080_YJ_20231124T214616 - val_avg_reward__MIN","new_k20_org_svo2080_YJ_20231124T214616 - val_avg_reward__MAX","new_k20_rel_svo2080_YJ_20231124T214554 - _step","new_k20_rel_svo2080_YJ_20231124T214554 - _step__MIN","new_k20_rel_svo2080_YJ_20231124T214554 - _step__MAX","new_k20_rel_svo2080_YJ_20231124T214554 - val_avg_reward","new_k20_rel_svo2080_YJ_20231124T214554 - val_avg_reward__MIN","new_k20_rel_svo2080_YJ_20231124T214554 - val_avg_reward__MAX","new_k20_org_onlyD_svo2080_YJ_20231124T171947 - _step","new_k20_org_onlyD_svo2080_YJ_20231124T171947 - _step__MIN","new_k20_org_onlyD_svo2080_YJ_20231124T171947 - _step__MAX","new_k20_org_onlyD_svo2080_YJ_20231124T171947 - val_avg_reward","new_k20_org_onlyD_svo2080_YJ_20231124T171947 - val_avg_reward__MIN","new_k20_org_onlyD_svo2080_YJ_20231124T171947 - val_avg_reward__MAX","new_k3_rel_svo2080_YJ_20231124T165906 - _step","new_k3_rel_svo2080_YJ_20231124T165906 - _step__MIN","new_k3_rel_svo2080_YJ_20231124T165906 - _step__MAX","new_k3_rel_svo2080_YJ_20231124T165906 - val_avg_reward","new_k3_rel_svo2080_YJ_20231124T165906 - val_avg_reward__MIN","new_k3_rel_svo2080_YJ_20231124T165906 - val_avg_reward__MAX","new_k3_org_svo2080_YJ_20231124T165906 - _step","new_k3_org_svo2080_YJ_20231124T165906 - _step__MIN","new_k3_org_svo2080_YJ_20231124T165906 - _step__MAX","new_k3_org_svo2080_YJ_20231124T165906 - val_avg_reward","new_k3_org_svo2080_YJ_20231124T165906 - val_avg_reward__MIN","new_k3_org_svo2080_YJ_20231124T165906 - val_avg_reward__MAX","ref_k0_E_svo1080_YJ_20231122T194348 - _step","ref_k0_E_svo1080_YJ_20231122T194348 - _step__MIN","ref_k0_E_svo1080_YJ_20231122T194348 - _step__MAX","ref_k0_E_svo1080_YJ_20231122T194348 - val_avg_reward","ref_k0_E_svo1080_YJ_20231122T194348 - val_avg_reward__MIN","ref_k0_E_svo1080_YJ_20231122T194348 - val_avg_reward__MAX"
"74","3824","3824","3824","3.965827226638794","3.965827226638794","3.965827226638794","3824","3824","3824","3.745082378387451","3.745082378387451","3.745082378387451","3824","3824","3824","3.852548122406006","3.852548122406006","3.852548122406006","3824","3824","3824","3.7425639629364014","3.7425639629364014","3.7425639629364014","3824","3824","3824","3.7671046257019043","3.7671046257019043","3.7671046257019043","3824","3824","3824","4.041691303253174","4.041691303253174","4.041691303253174","3824","3824","3824","4.293302536010742","4.293302536010742","4.293302536010742","3824","3824","3824","4.393308639526367","4.393308639526367","4.393308639526367"
"75","3875","3875","3875","3.950833320617676","3.950833320617676","3.950833320617676","3875","3875","3875","3.734078884124756","3.734078884124756","3.734078884124756","3875","3875","3875","3.847480058670044","3.847480058670044","3.847480058670044","3875","3875","3875","3.7394421100616455","3.7394421100616455","3.7394421100616455","3875","3875","3875","3.757368803024292","3.757368803024292","3.757368803024292","3875","3875","3875","4.046658039093018","4.046658039093018","4.046658039093018","3875","3875","3875","4.293086528778076","4.293086528778076","4.293086528778076","3875","3875","3875","4.398501873016357","4.398501873016357","4.398501873016357"
"76","3926","3926","3926","3.9467523097991943","3.9467523097991943","3.9467523097991943","3926","3926","3926","3.752708673477173","3.752708673477173","3.752708673477173","3926","3926","3926","3.8544623851776123","3.8544623851776123","3.8544623851776123","3926","3926","3926","3.7383358478546143","3.7383358478546143","3.7383358478546143","3926","3926","3926","3.769181966781616","3.769181966781616","3.769181966781616","3926","3926","3926","4.043729305267334","4.043729305267334","4.043729305267334","3926","3926","3926","4.294270038604736","4.294270038604736","4.294270038604736","3926","3926","3926","4.390203475952148","4.390203475952148","4.390203475952148"
"77","3977","3977","3977","3.9509963989257812","3.9509963989257812","3.9509963989257812","3977","3977","3977","3.747720718383789","3.747720718383789","3.747720718383789","3977","3977","3977","3.859236717224121","3.859236717224121","3.859236717224121","3977","3977","3977","3.735248327255249","3.735248327255249","3.735248327255249","3977","3977","3977","3.7595372200012207","3.7595372200012207","3.7595372200012207","3977","3977","3977","4.035481929779053","4.035481929779053","4.035481929779053","3977","3977","3977","4.2996416091918945","4.2996416091918945","4.2996416091918945","3977","3977","3977","4.3982343673706055","4.3982343673706055","4.3982343673706055"
"78","4028","4028","4028","3.9506537914276123","3.9506537914276123","3.9506537914276123","4028","4028","4028","3.7485570907592773","3.7485570907592773","3.7485570907592773","4028","4028","4028","3.845414400100708","3.845414400100708","3.845414400100708","4028","4028","4028","3.729975461959839","3.729975461959839","3.729975461959839","4028","4028","4028","3.767444610595703","3.767444610595703","3.767444610595703","4028","4028","4028","4.035931587219238","4.035931587219238","4.035931587219238","4028","4028","4028","4.2809247970581055","4.2809247970581055","4.2809247970581055","4028","4028","4028","4.387238502502441","4.387238502502441","4.387238502502441"
"79","4079","4079","4079","3.960818290710449","3.960818290710449","3.960818290710449","4079","4079","4079","3.7400662899017334","3.7400662899017334","3.7400662899017334","4079","4079","4079","3.8401851654052734","3.8401851654052734","3.8401851654052734","4079","4079","4079","3.723193407058716","3.723193407058716","3.723193407058716","4079","4079","4079","3.740435838699341","3.740435838699341","3.740435838699341","4079","4079","4079","4.036479473114014","4.036479473114014","4.036479473114014","4079","4079","4079","4.293263912200928","4.293263912200928","4.293263912200928","4079","4079","4079","4.39755916595459","4.39755916595459","4.39755916595459"
"80","4130","4130","4130","3.94875431060791","3.94875431060791","3.94875431060791","4130","4130","4130","3.7463879585266113","3.7463879585266113","3.7463879585266113","4130","4130","4130","3.8515000343322754","3.8515000343322754","3.8515000343322754","4130","4130","4130","3.7287347316741943","3.7287347316741943","3.7287347316741943","4130","4130","4130","3.7651960849761963","3.7651960849761963","3.7651960849761963","4130","4130","4130","4.028573989868164","4.028573989868164","4.028573989868164","4130","4130","4130","4.283631801605225","4.283631801605225","4.283631801605225","4130","4130","4130","4.393130779266357","4.393130779266357","4.393130779266357"
"81","4181","4181","4181","3.939181327819824","3.939181327819824","3.939181327819824","4181","4181","4181","3.7377190589904785","3.7377190589904785","3.7377190589904785","4181","4181","4181","3.8458712100982666","3.8458712100982666","3.8458712100982666","4181","4181","4181","3.7375786304473877","3.7375786304473877","3.7375786304473877","4181","4181","4181","3.751647710800171","3.751647710800171","3.751647710800171","4181","4181","4181","4.031538963317871","4.031538963317871","4.031538963317871","4181","4181","4181","4.282577037811279","4.282577037811279","4.282577037811279","4181","4181","4181","4.395937442779541","4.395937442779541","4.395937442779541"
"82","4232","4232","4232","3.9428234100341797","3.9428234100341797","3.9428234100341797","4232","4232","4232","3.7459235191345215","3.7459235191345215","3.7459235191345215","4232","4232","4232","3.8375773429870605","3.8375773429870605","3.8375773429870605","4232","4232","4232","3.7172629833221436","3.7172629833221436","3.7172629833221436","4232","4232","4232","3.747983932495117","3.747983932495117","3.747983932495117","4232","4232","4232","4.038512706756592","4.038512706756592","4.038512706756592","4232","4232","4232","4.2948408126831055","4.2948408126831055","4.2948408126831055","4232","4232","4232","4.3956828117370605","4.3956828117370605","4.3956828117370605"
"83","4283","4283","4283","3.937519073486328","3.937519073486328","3.937519073486328","4283","4283","4283","3.730266809463501","3.730266809463501","3.730266809463501","4283","4283","4283","3.855003833770752","3.855003833770752","3.855003833770752","4283","4283","4283","3.7203011512756348","3.7203011512756348","3.7203011512756348","4283","4283","4283","3.749624252319336","3.749624252319336","3.749624252319336","4283","4283","4283","4.038242816925049","4.038242816925049","4.038242816925049","4283","4283","4283","4.294109344482422","4.294109344482422","4.294109344482422","4283","4283","4283","4.398865699768066","4.398865699768066","4.398865699768066"
"84","4334","4334","4334","3.942263603210449","3.942263603210449","3.942263603210449","4334","4334","4334","3.724884271621704","3.724884271621704","3.724884271621704","4334","4334","4334","3.8434910774230957","3.8434910774230957","3.8434910774230957","4334","4334","4334","3.733781337738037","3.733781337738037","3.733781337738037","4334","4334","4334","3.738323926925659","3.738323926925659","3.738323926925659","4334","4334","4334","4.044741630554199","4.044741630554199","4.044741630554199","4334","4334","4334","4.277788162231445","4.277788162231445","4.277788162231445","4334","4334","4334","4.396206378936768","4.396206378936768","4.396206378936768"
"85","4385","4385","4385","3.9332211017608643","3.9332211017608643","3.9332211017608643","4385","4385","4385","3.7354352474212646","3.7354352474212646","3.7354352474212646","4385","4385","4385","3.844562530517578","3.844562530517578","3.844562530517578","4385","4385","4385","3.7216086387634277","3.7216086387634277","3.7216086387634277","4385","4385","4385","3.7304887771606445","3.7304887771606445","3.7304887771606445","4385","4385","4385","4.034513473510742","4.034513473510742","4.034513473510742","4385","4385","4385","4.290499210357666","4.290499210357666","4.290499210357666","4385","4385","4385","4.409346580505371","4.409346580505371","4.409346580505371"
"86","4436","4436","4436","3.9273481369018555","3.9273481369018555","3.9273481369018555","4436","4436","4436","3.729560136795044","3.729560136795044","3.729560136795044","4436","4436","4436","3.834934711456299","3.834934711456299","3.834934711456299","4436","4436","4436","3.7128167152404785","3.7128167152404785","3.7128167152404785","4436","4436","4436","3.7453391551971436","3.7453391551971436","3.7453391551971436","4436","4436","4436","4.015756130218506","4.015756130218506","4.015756130218506","4436","4436","4436","4.282209873199463","4.282209873199463","4.282209873199463","4436","4436","4436","4.391538619995117","4.391538619995117","4.391538619995117"
"87","4487","4487","4487","3.9257566928863525","3.9257566928863525","3.9257566928863525","4487","4487","4487","3.7362780570983887","3.7362780570983887","3.7362780570983887","4487","4487","4487","3.846322774887085","3.846322774887085","3.846322774887085","4487","4487","4487","3.714444637298584","3.714444637298584","3.714444637298584","4487","4487","4487","3.7341628074645996","3.7341628074645996","3.7341628074645996","4487","4487","4487","4.021282196044922","4.021282196044922","4.021282196044922","4487","4487","4487","4.2711663246154785","4.2711663246154785","4.2711663246154785","4487","4487","4487","4.395522594451904","4.395522594451904","4.395522594451904"
"88","4538","4538","4538","3.942378044128418","3.942378044128418","3.942378044128418","4538","4538","4538","3.7378597259521484","3.7378597259521484","3.7378597259521484","4538","4538","4538","3.8376495838165283","3.8376495838165283","3.8376495838165283","4538","4538","4538","3.7080836296081543","3.7080836296081543","3.7080836296081543","4538","4538","4538","3.7282817363739014","3.7282817363739014","3.7282817363739014","4538","4538","4538","4.023015975952148","4.023015975952148","4.023015975952148","4538","4538","4538","4.282747745513916","4.282747745513916","4.282747745513916","4538","4538","4538","4.398543357849121","4.398543357849121","4.398543357849121"
"89","4589","4589","4589","3.9276156425476074","3.9276156425476074","3.9276156425476074","4589","4589","4589","3.725950002670288","3.725950002670288","3.725950002670288","4589","4589","4589","3.822594165802002","3.822594165802002","3.822594165802002","4589","4589","4589","3.7154226303100586","3.7154226303100586","3.7154226303100586","4589","4589","4589","3.7196428775787354","3.7196428775787354","3.7196428775787354","4589","4589","4589","4.027429103851318","4.027429103851318","4.027429103851318","4589","4589","4589","4.2877349853515625","4.2877349853515625","4.2877349853515625","4589","4589","4589","4.385156154632568","4.385156154632568","4.385156154632568"
"90","4640","4640","4640","3.9224953651428223","3.9224953651428223","3.9224953651428223","4640","4640","4640","3.7348453998565674","3.7348453998565674","3.7348453998565674","4640","4640","4640","3.8267807960510254","3.8267807960510254","3.8267807960510254","4640","4640","4640","3.7106668949127197","3.7106668949127197","3.7106668949127197","4640","4640","4640","3.7293992042541504","3.7293992042541504","3.7293992042541504","4640","4640","4640","4.043250560760498","4.043250560760498","4.043250560760498","4640","4640","4640","4.28765869140625","4.28765869140625","4.28765869140625","4640","4640","4640","4.389702796936035","4.389702796936035","4.389702796936035"
"91","4691","4691","4691","3.93855619430542","3.93855619430542","3.93855619430542","4691","4691","4691","3.7248241901397705","3.7248241901397705","3.7248241901397705","4691","4691","4691","3.8255858421325684","3.8255858421325684","3.8255858421325684","4691","4691","4691","3.709623098373413","3.709623098373413","3.709623098373413","4691","4691","4691","3.727400064468384","3.727400064468384","3.727400064468384","4691","4691","4691","4.025683879852295","4.025683879852295","4.025683879852295","4691","4691","4691","4.288978099822998","4.288978099822998","4.288978099822998","4691","4691","4691","4.3932318687438965","4.3932318687438965","4.3932318687438965"
"92","4742","4742","4742","3.925039052963257","3.925039052963257","3.925039052963257","4742","4742","4742","3.732248544692993","3.732248544692993","3.732248544692993","4742","4742","4742","3.8137991428375244","3.8137991428375244","3.8137991428375244","4742","4742","4742","3.704953193664551","3.704953193664551","3.704953193664551","4742","4742","4742","3.7166054248809814","3.7166054248809814","3.7166054248809814","4742","4742","4742","4.031574249267578","4.031574249267578","4.031574249267578","4742","4742","4742","4.287612438201904","4.287612438201904","4.287612438201904","4742","4742","4742","4.3933210372924805","4.3933210372924805","4.3933210372924805"
"93","4793","4793","4793","3.941527843475342","3.941527843475342","3.941527843475342","4793","4793","4793","3.7274367809295654","3.7274367809295654","3.7274367809295654","4793","4793","4793","3.812767267227173","3.812767267227173","3.812767267227173","4793","4793","4793","3.7045257091522217","3.7045257091522217","3.7045257091522217","4793","4793","4793","3.718764543533325","3.718764543533325","3.718764543533325","4793","4793","4793","4.018060207366943","4.018060207366943","4.018060207366943","4793","4793","4793","4.2744364738464355","4.2744364738464355","4.2744364738464355","4793","4793","4793","4.393406867980957","4.393406867980957","4.393406867980957"
"94","4844","4844","4844","3.931668281555176","3.931668281555176","3.931668281555176","4844","4844","4844","3.72269606590271","3.72269606590271","3.72269606590271","4844","4844","4844","3.8074870109558105","3.8074870109558105","3.8074870109558105","4844","4844","4844","3.7060043811798096","3.7060043811798096","3.7060043811798096","4844","4844","4844","3.723574638366699","3.723574638366699","3.723574638366699","4844","4844","4844","4.024508953094482","4.024508953094482","4.024508953094482","4844","4844","4844","4.285741806030273","4.285741806030273","4.285741806030273","4844","4844","4844","4.389321327209473","4.389321327209473","4.389321327209473"
"95","4895","4895","4895","3.9235551357269287","3.9235551357269287","3.9235551357269287","4895","4895","4895","3.733163595199585","3.733163595199585","3.733163595199585","4895","4895","4895","3.822530746459961","3.822530746459961","3.822530746459961","4895","4895","4895","3.7041304111480713","3.7041304111480713","3.7041304111480713","4895","4895","4895","3.7097229957580566","3.7097229957580566","3.7097229957580566","4895","4895","4895","4.028283596038818","4.028283596038818","4.028283596038818","4895","4895","4895","4.293066024780273","4.293066024780273","4.293066024780273","4895","4895","4895","4.3880228996276855","4.3880228996276855","4.3880228996276855"
"96","4946","4946","4946","3.9214651584625244","3.9214651584625244","3.9214651584625244","4946","4946","4946","3.7256433963775635","3.7256433963775635","3.7256433963775635","4946","4946","4946","3.807124137878418","3.807124137878418","3.807124137878418","4946","4946","4946","3.7028133869171143","3.7028133869171143","3.7028133869171143","4946","4946","4946","3.7117557525634766","3.7117557525634766","3.7117557525634766","4946","4946","4946","4.021427154541016","4.021427154541016","4.021427154541016","4946","4946","4946","4.282715797424316","4.282715797424316","4.282715797424316","4946","4946","4946","4.387489318847656","4.387489318847656","4.387489318847656"
"97","4997","4997","4997","3.9200055599212646","3.9200055599212646","3.9200055599212646","4997","4997","4997","3.713120222091675","3.713120222091675","3.713120222091675","4997","4997","4997","3.8074893951416016","3.8074893951416016","3.8074893951416016","4997","4997","4997","3.704214096069336","3.704214096069336","3.704214096069336","4997","4997","4997","3.7069456577301025","3.7069456577301025","3.7069456577301025","4997","4997","4997","4.023265361785889","4.023265361785889","4.023265361785889","4997","4997","4997","4.282227039337158","4.282227039337158","4.282227039337158","4997","4997","4997","4.398913383483887","4.398913383483887","4.398913383483887"
"98","5048","5048","5048","3.9202983379364014","3.9202983379364014","3.9202983379364014","5048","5048","5048","3.71975040435791","3.71975040435791","3.71975040435791","5048","5048","5048","3.8156511783599854","3.8156511783599854","3.8156511783599854","5048","5048","5048","3.6937711238861084","3.6937711238861084","3.6937711238861084","5048","5048","5048","3.724137544631958","3.724137544631958","3.724137544631958","5048","5048","5048","4.030185699462891","4.030185699462891","4.030185699462891","5048","5048","5048","4.287476539611816","4.287476539611816","4.287476539611816","5048","5048","5048","4.3899736404418945","4.3899736404418945","4.3899736404418945"
"99","5099","5099","5099","3.9247050285339355","3.9247050285339355","3.9247050285339355","5099","5099","5099","3.7164604663848877","3.7164604663848877","3.7164604663848877","5099","5099","5099","3.813387870788574","3.813387870788574","3.813387870788574","5099","5099","5099","3.700701951980591","3.700701951980591","3.700701951980591","5099","5099","5099","3.700409412384033","3.700409412384033","3.700409412384033","5099","5099","5099","4.018009185791016","4.018009185791016","4.018009185791016","5099","5099","5099","4.275993824005127","4.275993824005127","4.275993824005127","5099","5099","5099","4.397592067718506","4.397592067718506","4.397592067718506"
