"epoch","new_k5_org_svo2080_YJ_20231126T023720 - _step","new_k5_org_svo2080_YJ_20231126T023720 - _step__MIN","new_k5_org_svo2080_YJ_20231126T023720 - _step__MAX","new_k5_org_svo2080_YJ_20231126T023720 - val_avg_reward","new_k5_org_svo2080_YJ_20231126T023720 - val_avg_reward__MIN","new_k5_org_svo2080_YJ_20231126T023720 - val_avg_reward__MAX","new_k10_org_svo2080_YJ_20231126T023711 - _step","new_k10_org_svo2080_YJ_20231126T023711 - _step__MIN","new_k10_org_svo2080_YJ_20231126T023711 - _step__MAX","new_k10_org_svo2080_YJ_20231126T023711 - val_avg_reward","new_k10_org_svo2080_YJ_20231126T023711 - val_avg_reward__MIN","new_k10_org_svo2080_YJ_20231126T023711 - val_avg_reward__MAX","new_k10_rel_svo2080_YJ_20231124T215107 - _step","new_k10_rel_svo2080_YJ_20231124T215107 - _step__MIN","new_k10_rel_svo2080_YJ_20231124T215107 - _step__MAX","new_k10_rel_svo2080_YJ_20231124T215107 - val_avg_reward","new_k10_rel_svo2080_YJ_20231124T215107 - val_avg_reward__MIN","new_k10_rel_svo2080_YJ_20231124T215107 - val_avg_reward__MAX","new_k5_rel_fast_svo2080_YJ_20231124T191454 - _step","new_k5_rel_fast_svo2080_YJ_20231124T191454 - _step__MIN","new_k5_rel_fast_svo2080_YJ_20231124T191454 - _step__MAX","new_k5_rel_fast_svo2080_YJ_20231124T191454 - val_avg_reward","new_k5_rel_fast_svo2080_YJ_20231124T191454 - val_avg_reward__MIN","new_k5_rel_fast_svo2080_YJ_20231124T191454 - val_avg_reward__MAX","k0_rel_svo2080_YJ_20231123T021356 - _step","k0_rel_svo2080_YJ_20231123T021356 - _step__MIN","k0_rel_svo2080_YJ_20231123T021356 - _step__MAX","k0_rel_svo2080_YJ_20231123T021356 - val_avg_reward","k0_rel_svo2080_YJ_20231123T021356 - val_avg_reward__MIN","k0_rel_svo2080_YJ_20231123T021356 - val_avg_reward__MAX"
"72","3722","3722","3722","6.701075077056885","6.701075077056885","6.701075077056885","3722","3722","3722","6.682398319244385","6.682398319244385","6.682398319244385","3722","3722","3722","6.465103626251221","6.465103626251221","6.465103626251221","3722","3722","3722","6.51481819152832","6.51481819152832","6.51481819152832","3722","3722","3722","6.703763961791992","6.703763961791992","6.703763961791992"
"73","3773","3773","3773","6.677555561065674","6.677555561065674","6.677555561065674","3773","3773","3773","6.685876369476318","6.685876369476318","6.685876369476318","3773","3773","3773","6.45067024230957","6.45067024230957","6.45067024230957","3773","3773","3773","6.504241466522217","6.504241466522217","6.504241466522217","3773","3773","3773","6.711054801940918","6.711054801940918","6.711054801940918"
"74","3824","3824","3824","6.702756404876709","6.702756404876709","6.702756404876709","3824","3824","3824","6.733332633972168","6.733332633972168","6.733332633972168","3824","3824","3824","6.453760147094727","6.453760147094727","6.453760147094727","3824","3824","3824","6.49724006652832","6.49724006652832","6.49724006652832","3824","3824","3824","6.69833517074585","6.69833517074585","6.69833517074585"
"75","3875","3875","3875","6.689921855926514","6.689921855926514","6.689921855926514","3875","3875","3875","6.695095539093018","6.695095539093018","6.695095539093018","3875","3875","3875","6.456023216247559","6.456023216247559","6.456023216247559","3875","3875","3875","6.486812114715576","6.486812114715576","6.486812114715576","3875","3875","3875","6.693576335906982","6.693576335906982","6.693576335906982"
"76","3926","3926","3926","6.711982727050781","6.711982727050781","6.711982727050781","3926","3926","3926","6.703723430633545","6.703723430633545","6.703723430633545","3926","3926","3926","6.444279193878174","6.444279193878174","6.444279193878174","3926","3926","3926","6.498441219329834","6.498441219329834","6.498441219329834","3926","3926","3926","6.684521675109863","6.684521675109863","6.684521675109863"
"77","3977","3977","3977","6.703411102294922","6.703411102294922","6.703411102294922","3977","3977","3977","6.685456275939941","6.685456275939941","6.685456275939941","3977","3977","3977","6.432754993438721","6.432754993438721","6.432754993438721","3977","3977","3977","6.484447479248047","6.484447479248047","6.484447479248047","3977","3977","3977","6.692836761474609","6.692836761474609","6.692836761474609"
"78","4028","4028","4028","6.685539245605469","6.685539245605469","6.685539245605469","4028","4028","4028","6.679501533508301","6.679501533508301","6.679501533508301","4028","4028","4028","6.441257476806641","6.441257476806641","6.441257476806641","4028","4028","4028","6.510842323303223","6.510842323303223","6.510842323303223","4028","4028","4028","6.689981460571289","6.689981460571289","6.689981460571289"
"79","4079","4079","4079","6.693197727203369","6.693197727203369","6.693197727203369","4079","4079","4079","6.694279670715332","6.694279670715332","6.694279670715332","4079","4079","4079","6.447951316833496","6.447951316833496","6.447951316833496","4079","4079","4079","6.487567901611328","6.487567901611328","6.487567901611328","4079","4079","4079","6.6941986083984375","6.6941986083984375","6.6941986083984375"
"80","4130","4130","4130","6.686467170715332","6.686467170715332","6.686467170715332","4130","4130","4130","6.696882247924805","6.696882247924805","6.696882247924805","4130","4130","4130","6.425546646118164","6.425546646118164","6.425546646118164","4130","4130","4130","6.478707313537598","6.478707313537598","6.478707313537598","4130","4130","4130","6.684099197387695","6.684099197387695","6.684099197387695"
"81","4181","4181","4181","6.685220241546631","6.685220241546631","6.685220241546631","4181","4181","4181","6.682342052459717","6.682342052459717","6.682342052459717","4181","4181","4181","6.4335103034973145","6.4335103034973145","6.4335103034973145","4181","4181","4181","6.484295845031738","6.484295845031738","6.484295845031738","4181","4181","4181","6.677796840667725","6.677796840667725","6.677796840667725"
"82","4232","4232","4232","6.679370880126953","6.679370880126953","6.679370880126953","4232","4232","4232","6.681491374969482","6.681491374969482","6.681491374969482","4232","4232","4232","6.438478946685791","6.438478946685791","6.438478946685791","4232","4232","4232","6.4741740226745605","6.4741740226745605","6.4741740226745605","4232","4232","4232","6.6853461265563965","6.6853461265563965","6.6853461265563965"
"83","4283","4283","4283","6.702599048614502","6.702599048614502","6.702599048614502","4283","4283","4283","6.671506404876709","6.671506404876709","6.671506404876709","4283","4283","4283","6.427651405334473","6.427651405334473","6.427651405334473","4283","4283","4283","6.491479396820068","6.491479396820068","6.491479396820068","4283","4283","4283","6.680004596710205","6.680004596710205","6.680004596710205"
"84","4334","4334","4334","6.689357757568359","6.689357757568359","6.689357757568359","4334","4334","4334","6.6794915199279785","6.6794915199279785","6.6794915199279785","4334","4334","4334","6.448795795440674","6.448795795440674","6.448795795440674","4334","4334","4334","6.489791393280029","6.489791393280029","6.489791393280029","4334","4334","4334","6.698549270629883","6.698549270629883","6.698549270629883"
"85","4385","4385","4385","6.673792362213135","6.673792362213135","6.673792362213135","4385","4385","4385","6.6774983406066895","6.6774983406066895","6.6774983406066895","4385","4385","4385","6.427697658538818","6.427697658538818","6.427697658538818","4385","4385","4385","6.503898620605469","6.503898620605469","6.503898620605469","4385","4385","4385","6.688788890838623","6.688788890838623","6.688788890838623"
"86","4436","4436","4436","6.678417205810547","6.678417205810547","6.678417205810547","4436","4436","4436","6.6775102615356445","6.6775102615356445","6.6775102615356445","4436","4436","4436","6.433689117431641","6.433689117431641","6.433689117431641","4436","4436","4436","6.489754676818848","6.489754676818848","6.489754676818848","4436","4436","4436","6.678412437438965","6.678412437438965","6.678412437438965"
"87","4487","4487","4487","6.678719520568848","6.678719520568848","6.678719520568848","4487","4487","4487","6.690629482269287","6.690629482269287","6.690629482269287","4487","4487","4487","6.436336517333984","6.436336517333984","6.436336517333984","4487","4487","4487","6.477192401885986","6.477192401885986","6.477192401885986","4487","4487","4487","6.677476406097412","6.677476406097412","6.677476406097412"
"88","4538","4538","4538","6.676689624786377","6.676689624786377","6.676689624786377","4538","4538","4538","6.693589210510254","6.693589210510254","6.693589210510254","4538","4538","4538","6.431823253631592","6.431823253631592","6.431823253631592","4538","4538","4538","6.496757984161377","6.496757984161377","6.496757984161377","4538","4538","4538","6.66768741607666","6.66768741607666","6.66768741607666"
"89","4589","4589","4589","6.703536510467529","6.703536510467529","6.703536510467529","4589","4589","4589","6.684175968170166","6.684175968170166","6.684175968170166","4589","4589","4589","6.432621002197266","6.432621002197266","6.432621002197266","4589","4589","4589","6.488731384277344","6.488731384277344","6.488731384277344","4589","4589","4589","6.687628269195557","6.687628269195557","6.687628269195557"
"90","4640","4640","4640","6.681985855102539","6.681985855102539","6.681985855102539","4640","4640","4640","6.674497604370117","6.674497604370117","6.674497604370117","4640","4640","4640","6.40440034866333","6.40440034866333","6.40440034866333","4640","4640","4640","6.477969169616699","6.477969169616699","6.477969169616699","4640","4640","4640","6.678656101226807","6.678656101226807","6.678656101226807"
"91","4691","4691","4691","6.67090368270874","6.67090368270874","6.67090368270874","4691","4691","4691","6.687067031860352","6.687067031860352","6.687067031860352","4691","4691","4691","6.4156951904296875","6.4156951904296875","6.4156951904296875","4691","4691","4691","6.491544723510742","6.491544723510742","6.491544723510742","4691","4691","4691","6.673614978790283","6.673614978790283","6.673614978790283"
"92","4742","4742","4742","6.681212425231934","6.681212425231934","6.681212425231934","4742","4742","4742","6.686147689819336","6.686147689819336","6.686147689819336","4742","4742","4742","6.4162821769714355","6.4162821769714355","6.4162821769714355","4742","4742","4742","6.460169315338135","6.460169315338135","6.460169315338135","4742","4742","4742","6.69133996963501","6.69133996963501","6.69133996963501"
"93","4793","4793","4793","6.670395374298096","6.670395374298096","6.670395374298096","4793","4793","4793","6.695291519165039","6.695291519165039","6.695291519165039","4793","4793","4793","6.4156646728515625","6.4156646728515625","6.4156646728515625","4793","4793","4793","6.481139659881592","6.481139659881592","6.481139659881592","4793","4793","4793","6.678954601287842","6.678954601287842","6.678954601287842"
"94","4844","4844","4844","6.678216457366943","6.678216457366943","6.678216457366943","4844","4844","4844","6.680866241455078","6.680866241455078","6.680866241455078","4844","4844","4844","6.42698335647583","6.42698335647583","6.42698335647583","4844","4844","4844","6.483527660369873","6.483527660369873","6.483527660369873","4844","4844","4844","6.685486793518066","6.685486793518066","6.685486793518066"
"95","4895","4895","4895","6.6779608726501465","6.6779608726501465","6.6779608726501465","4895","4895","4895","6.67692756652832","6.67692756652832","6.67692756652832","4895","4895","4895","6.408146858215332","6.408146858215332","6.408146858215332","4895","4895","4895","6.473390102386475","6.473390102386475","6.473390102386475","4895","4895","4895","6.678409576416016","6.678409576416016","6.678409576416016"
"96","4946","4946","4946","6.674503803253174","6.674503803253174","6.674503803253174","4946","4946","4946","6.671572685241699","6.671572685241699","6.671572685241699","4946","4946","4946","6.421255588531494","6.421255588531494","6.421255588531494","4946","4946","4946","6.4745588302612305","6.4745588302612305","6.4745588302612305","4946","4946","4946","6.697807788848877","6.697807788848877","6.697807788848877"
"97","4997","4997","4997","6.675553321838379","6.675553321838379","6.675553321838379","4997","4997","4997","6.665271282196045","6.665271282196045","6.665271282196045","4997","4997","4997","6.4029221534729","6.4029221534729","6.4029221534729","4997","4997","4997","6.4600629806518555","6.4600629806518555","6.4600629806518555","4997","4997","4997","6.701634407043457","6.701634407043457","6.701634407043457"
"98","5048","5048","5048","6.664332866668701","6.664332866668701","6.664332866668701","5048","5048","5048","6.685050010681152","6.685050010681152","6.685050010681152","5048","5048","5048","6.402453899383545","6.402453899383545","6.402453899383545","5048","5048","5048","6.466153621673584","6.466153621673584","6.466153621673584","5048","5048","5048","6.678057670593262","6.678057670593262","6.678057670593262"
"99","5099","5099","5099","6.673721790313721","6.673721790313721","6.673721790313721","5099","5099","5099","6.674211502075195","6.674211502075195","6.674211502075195","5099","5099","5099","6.416269779205322","6.416269779205322","6.416269779205322","5099","5099","5099","6.457840919494629","6.457840919494629","6.457840919494629","5099","5099","5099","6.701474189758301","6.701474189758301","6.701474189758301"
